"label","latency","processing.time","test","trace.time","ext1.listener","ext1.sender","gatea.hop.rate","gateb.hop.rate","gatec.hop.rate","gatea.kbps","gatea.pps","gateb.kbps","gateb.pps","gatec.kbps","gatec.pps","invalid.loss.rate","invalid.recv","invalid.sent","prota1.listener","prota1.sender","protb1.listener","protb1.sender","protc1.listener","protc1.sender","results.database","time.begin","time.end","time.total","total.packets","valid.loss.rate","valid.loss.rate.arg","valid.loss.rate.extraarg","valid.loss.rate.interarg","valid.loss.rate.tcp","valid.loss.rate.tcp.interarg","valid.loss.rate.udp","valid.loss.rate.udp.interarg","valid.loss.rate.udptcp.interarg","valid.recv","valid.recv.arg","valid.recv.extraarg","valid.recv.interarg","valid.recv.tcp","valid.recv.tcp.interarg","valid.recv.udp","valid.recv.udp.interarg","valid.recv.udptcp.interarg","valid.sent","valid.sent.arg","valid.sent.extraarg","valid.sent.interarg","valid.sent.tcp","valid.sent.tcp.interarg","valid.sent.udp","valid.sent.udp.interarg","valid.sent.udptcp.interarg","inbound.bad.protocol","inbound.connection.data.received","inbound.dest.ip.incorrect","inbound.gateway.not.connected","inbound.nat.bucket.not.found","inbound.ping.accepted","inbound.rewrite","inbound.source.ip.incorrect","inbound.unwrapped","lost.on.wire","outbound.gateway.not.connected","outbound.message.too.long","outbound.rewrite","outbound.sequence.number.incorrect","outbound.wrapped","unknown",
"hoprate","0","841.332386971","4","10.1592540741","udp, port 2000",,"40ms","40ms","40ms","366.774854879","75.6038040325","325.836501423","66.4258127766","328.001780396","66.1585209196","1.0","0","0","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr40ms-2012-12-30-18:28:24.db","1356843619.57","1356843940.86","321.292978048","213380","0.0224989762243","0.0223325062035","0.000130208333333","0.0356364470615","0.0257126427339","0.0411175540327","0.0177250779292","0.0285124373218","0.0360594942202","40579","788","15358","25221","23720","14552","16071","9881","24433","41513","806","15360","26153","24346","15176","16361","10171","25347",,,"25",,,,,"867","17",,,"10",,,,"15",
"packetrate","20","8124.78659415","4","123.92091608","udp, port 2000",,"500ms","500ms","500ms","3831.71427326","644.269178903","3781.08266564","635.839773188","3772.19043454","633.835620162","1.0","0","0","udp, port 3000","tcp, 172.3.0.11:5000, .005 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .005 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .005 second delay","./packetrate-t4-l20-hr500ms-2012-12-21-05:15:06.db","1356066019.41","1356066340.79","321.385814905","1974018","0.00228383942357","0.0623655913978","0.00152426180537","0.00269277240094","0.00250002771649","0.00286486670294","0.00193555436462","0.00230699977493","0.00257812887339","372204","436","130356","241848","179947","117295","191821","124117","241412","373056","465","130555","242501","180398","117632","192193","124404","242036",,,,,,,"43","2","191","324",,"18","19",,"74","181",
"basic","20","12.3202450275","7","0.113255977631",,"udp, 172.1.0.11:2500, .3 second delay","50ms","50ms","50ms","6.37711317685","1.73544010714","6.29380097249","1.74021315964","6.30673607193","1.74185326536","1.0","0","714","tcp, port 4500",,"udp, port 2500",,"tcp, port 4500",,"./basic-t7-l20-hr50ms-2012-12-30-15:57:52.db","1356843616.31","1356843929.6","313.298434019","3256","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","824","824","0","824","0","0","0","0","0","824","824","0","824","0","0","0","0","0",,,,,"714",,,,,,,,,,,,
"hoprate","500","152.472159863","4","1.63598108292","tcp, port 4000",,"500ms","500ms","500ms","65.762088273","13.4987505965","67.5636815175","13.6611985903","50.9690399765","10.8366826186","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l500-hr500ms-2013-01-01-09:13:25.db","1357016418.4","1357016741.65","323.251285076","40178","0.150321074139","0.00441014332966","0.00027027027027","0.536136205698","0.0322845417237","0.738853503185","0.248950314906","0.784454244763","0.780821917808","8733","903","7398","1335","3537","41","4293","391","432","10278","907","7400","2878","3655","157","5716","1814","1971",,,"977",,"1",,,"553","2",,"5","5",,,,"2",
"basic","20","873.885652065","8","10.5589392185","tcp, port 4000","udp, 172.1.0.11:2500, .3 second delay","50ms","50ms","50ms","335.760364421","68.5647492906","334.88807675","68.4130818281","330.888427063","67.3631522342","1.0","0","756","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./basic-t8-l20-hr50ms-2012-12-21-10:29:24.db","1355979618.07","1355979951.68","333.604605913","217064","0.00159520471794","0.0277469478357","0.000409892061757","0.00224416517056","0.00140316123973","0.00180936995153","0.000430981406231","0.000675675675676","0.00135475130637","41308","876","14632","26676","24197","15447","16235","10353","25800","41374","901","14638","26736","24231","15475","16242","10360","25835",,,,,"762",,,,"25",,,"15",,"13",,"7",
"hoprate","500","155.935390949","4","1.66260719299","udp, port 2000",,"100ms","100ms","100ms","60.7417675455","12.8895758773","61.0224048979","12.7270192954","59.2629968196","12.5206647738","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr100ms-2012-12-30-07:47:06.db","1356843616.65","1356843941.12","324.476673126","40946","0.152133233533","0.0","0.0","0.642687747036","0.049741777657","1.0","0.236363636364","1.0","1.0","9062","904","8158","904","3496","0","4662","0","0","10688","904","8158","2530","3679","183","6105","1443","1626","1",,"1616",,,,,,,,"7",,,,,"2",
"hoprate","0","979.325107098","4","11.6641669273","udp, port 2000",,"1000ms","1000ms","1000ms","397.069191808","80.0563910128","393.858027908","79.7414793381","389.781243232","79.1079980813","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l0-hr1000ms-2013-01-01-10:25:15.db","1357016418.18","1357016739.48","321.301453114","244718","0.0016146393972","0.0213299874529","6.49941505265e-05","0.00238217872779","0.00164672302119","0.00242678285809","0.000709374658954","0.00107119314436","0.00188323917137","46375","780","15385","30990","27282","18087","18313","12123","30210","46450","797","15386","31064","27327","18131","18326","12136","30267",,,,,,,,"44","17",,,,,,,"14",
"hoprate","30","769.832592964","4","9.46305799484","udp, port 2000",,"50ms","50ms","50ms","305.075386507","62.6806198805","310.2657511","63.3127313309","307.033794948","62.6977960578","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l30-hr50ms-2012-12-29-18:12:40.db","1356757218.52","1356757543.47","324.942311049","194552","0.00884487050474","0.0208333333333","0.000214392910741","0.013925701544","0.00861102390456","0.0135571336346","0.00849256900212","0.0138331102187","0.013665138616","37428","846","13990","23438","22105","13752","14477","8840","22592","37762","864","13993","23769","22297","13941","14601","8964","22905",,,"193",,,,,"48","15",,,"21",,"46",,"11",
"basic","20","7.22306919098","6","0.0560209751129",,"tcp, 172.2.0.11:4500, .3 second delay","500ms","500ms","500ms","2.10873542951","0.975639272999","2.12175818209","0.982278228971","2.130131249","0.985284174442","1.0","0","0","tcp, port 4500",,"tcp, port 4500",,"tcp, port 4500",,"./basic-t6-l20-hr500ms-2012-12-20-12:33:29.db","1355979654.75","1355979960.64","305.885201931","1788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","804","804","0","804","0","0","0","0","0","804","804","0","804","0","0","0","0","0",,,,,,,,,,,,,,,,,
"packetrate","20","8119.7624929","4","119.472373962","tcp, port 4000",,"500ms","500ms","500ms","3815.19212477","642.386771576","3790.11082683","637.659445511","3770.73807952","634.655083155","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .005 second delay","udp, port 3000","udp, 172.1.0.11:3000, .005 second delay","udp, port 3000","udp, 172.100.0.1:2000, .005 second delay","./packetrate-t4-l20-hr500ms-2012-12-19-19:42:10.db","1355893218.76","1355893539.31","320.552907944","1969699","0.000779542650391","0.0896551724138","0.000466949898572","0.000948719435906","0.00102226765634","0.00121334335908","0.000417251253058","0.000491713419746","0.000842016193257","371723","264","130574","241149","179808","116890","191651","123995","240885","372013","290","130635","241378","179992","117032","191731","124056","241088",,,,"1",,,,"1","26","52",,"11","2",,"16","181",
"hoprate","30","248.280407906","4","2.65297985077","tcp, port 4000",,"5ms","5ms","5ms","86.1029191567","19.0640038012","85.355678114","18.8009014007","84.2725127423","18.5346851449","1.0","0","0","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.100.0.1:2000, .3 second delay","./hoprate-t4-l30-hr5ms-2013-01-01-23:30:05.db","1357016418.36","1357016739.73","321.367570162","64284","0.0983447523192","0.0","0.0","0.656680161943","0.0211251167134","1.0","0.203617351985","1.0","1.0","14871","848","14023","848","8387","0","5636","0","0","16493","848","14023","2470","8568","181","7077","1441","1622",,,"1621",,,,,,,,,,,,,"1",
"basic","20","246.963595152","1","3.000177145",,,"500ms","500ms","500ms","141.649969953","24.1853572719","143.346566039","24.3408858638","143.0617727","24.2746711249","1.0","0","0","udp, port 3000","udp, 172.3.0.11:3000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","udp, port 3000","udp, 172.2.0.11:3000, .3 second delay","./basic-t1-l20-hr500ms-2012-12-29-14:11:48.db","1356757215.96","1356757523.5","307.535629034","66076","0.00164388302474","0.00492610837438","0.0","0.00164388302474","0.0","0.0","0.00139586823004","0.00139586823004","0.00139586823004","11539","808","0","11539","0","0","10731","10731","10731","11558","812","0","11558","0","0","10746","10746","10746","1",,,"2","3",,,,"4",,"7",,,,,"2",
"hoprate","500","143.737193108","4","1.3687479496","tcp, port 4000",,"50ms","50ms","50ms","47.6752708758","10.4624408869","60.0704317897","12.7308095059","58.8533374556","12.5426809369","1.0","0","0","udp, port 3000","tcp, 172.100.0.1:4000, .3 second delay","udp, port 3000","tcp, 172.3.0.11:5000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","./hoprate-t4-l500-hr50ms-2012-12-30-07:53:05.db","1356843618.72","1356843941.45","322.739065886","37766","0.164055392702","0.0","0.0","0.642009493671","0.049032961046","1.0","0.271393643032","1.0","1.0","8270","905","7365","905","3491","0","3874","0","0","9893","905","7365","2528","3671","180","5317","1443","1623",,,"1615",,"1",,,"1",,,"6",,,,,,
"packetrate","20","1186.55929017","4","15.7251219749","tcp, port 4000",,"50ms","50ms","50ms","478.182702471","96.4385442546","479.016259183","96.1091463035","472.359727959","95.3195498895","1.0","0","0","udp, port 3000","udp, 172.2.0.11:3000, .2 second delay","udp, port 3000","udp, 172.100.0.1:2000, .2 second delay","udp, port 3000","tcp, 172.2.0.11:5000, .2 second delay","./packetrate-t4-l20-hr50ms-2012-12-29-15:57:01.db","1356757218.18","1356757538.94","320.754413128","297310","0.00137520055008","0.0684039087948","9.57992048666e-05","0.00212041738742","0.00133337284068","0.00201991732431","0.0005294974187","0.000842282585808","0.00154776980442","56641","286","20875","35766","33704","21245","22651","14235","35480","56719","307","20877","35842","33749","21288","22663","14247","35535",,,,"1",,,,,"21",,,"11",,"24",,"21",
"fuzzer","20","62.595443964","9","0.518396139145","tcp, port 4000","tcp, 172.3.0.11:4500, 5 second delay","500ms","500ms","500ms","17.6488246934","4.74365473181","13.6198412536","3.78366252664","17.5338987242","4.54686485041","1.0","0","163","tcp, port 5000","tcp, 172.2.0.11:5000, 5 second delay","tcp, port 5000","udp, 172.100.0.1:2000, 5 second delay","udp, port 2500","tcp, 172.1.0.11:5000, 5 second delay","./fuzzer-t9-l20-hr500ms-2012-12-19-23:18:51.db","1355893218.13","1355893559.87","341.744114161","10903","0.176720804331","0.0104046242775","0.00311526479751","0.279728897104","0.176963350785","0.455284552846","0.364229765013","0.712082262211","0.587071240106","2129","856","960","1169","786","201","487","112","313","2586","865","963","1623","955","369","766","389","758",,,"3","16","147",,,,"2","32","155",,,"265",,,
"basic","20","378.825863123","3","3.82641911507",,,"50ms","50ms","50ms","146.484246749","33.2267511536","148.274067965","33.5701337195","147.831337823","33.373502295","1.0","0","0","tcp, port 5000","tcp, 172.3.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","tcp, port 5000","tcp, 172.1.0.11:5000, .3 second delay","./basic-t3-l20-hr50ms-2012-12-19-18:27:37.db","1355893215.73","1355893524.42","308.68954587","91464","0.00208834324769","0.0","0.0","0.00208834324769","0.00220132079248","0.00220132079248","0.0","0.0","0.00220132079248","15769","811","0","15769","14958","14958","0","0","14958","15802","811","0","15802","14991","14991","0","0","14991","1",,,,"3",,,,,,"9","13",,"6",,"1",
"hoprate","100","218.429397106","4","2.33014297485","udp, port 2000",,"100ms","100ms","100ms","78.1228815353","17.0118843894","77.9027518488","17.1300664201","76.0691136383","16.7063100994","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr1000ms-2012-12-21-13:30:24.db","1355893218.65","1355893540.2","321.544955015","56430","0.115197441602","0.00117096018735","0.0","0.589679715302","0.0307756579864","0.846743295019","0.226019845645","0.846607669617","0.846625766871","12727","853","11574","1153","6960","40","4914","260","300","14384","854","11574","2810","7181","261","6349","1695","1956",,,"1104",,,"1",,"548",,,"1","2",,,,"1",
"packetrate","20","5061.34534693","4","72.9680688381","udp, port 2000",,"50ms","50ms","50ms","2250.18171663","385.900192749","2218.22326405","380.283281642","2211.31040327","379.254678679","1.0","0","0","udp, port 3000","tcp, 172.3.0.11:5000, .005 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .005 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .005 second delay","./packetrate-t4-l20-hr50ms-2012-12-19-13:47:11.db","1355893218.72","1355893540.27","321.542966127","1234312","0.00193702274801","0.0921501706485","0.000380089397026","0.00366801893171","0.00224403474218","0.00382786219696","0.0014241274236","0.00305131761442","0.00344836351004","249384","266","131498","117886","123606","60116","125512","57504","117620","249868","293","131548","118320","123884","60347","125691","57680","118027",,,,"1",,,,,"27","9",,"10","3","338","2","94",
"hoprate","100","565.459887981","4","6.10521483421","udp, port 2000",,"200ms","200ms","200ms","224.20116181","46.0645266139","224.450046958","45.8639514154","221.680401466","45.2013139792","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l100-hr200ms-2013-01-01-23:54:23.db","1357016418.15","1357016739.7","321.545594931","142810","0.00262067500089","0.0208574739282","8.65126741068e-05","0.00437702362394","0.00225280077935","0.00377952755906","0.00173515981735","0.00302066772655","0.00347771103383","28163","845","11558","16605","16387","9489","10931","6271","15760","28237","863","11559","16678","16424","9525","10950","6290","15815",,,,,,,,,"18",,"1","11",,"36",,"8",
"packetrate","20","8015.98351502","4","116.2570889","udp, port 2000",,"500ms","500ms","500ms","3815.91522631","642.945739019","3802.64307552","639.25467763","3766.62090402","632.855083811","1.0","0","0","tcp, port 5000","tcp, 172.3.0.11:5000, .005 second delay","tcp, port 5000","tcp, 172.100.0.1:4000, .005 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .005 second delay","./packetrate-t4-l20-hr500ms-2012-12-29-16:45:09.db","1356757218.68","1356757539.29","320.607754946","1971063","0.00118937669144","0.0659340659341","0.000664157626743","0.00147429712057","0.00131951721194","0.00169025627017","0.000944030960043","0.00108095026822","0.00137698200384","372021","340","130906","241115","180131","116944","191550","123831","240775","372464","364","130993","241471","180369","117142","191731","123965","241107",,,,"1",,,"16","6","103","124",,"17",,,,"176",
"hoprate","500","156.243054867","4","1.67553687096","udp, port 2000",,"75ms","75ms","75ms","60.0916400194","12.9113765156","60.3117346658","12.7300209938","59.4960184897","12.5443861902","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr75ms-2013-01-01-09:37:20.db","1357016418.42","1357016741.11","322.681922913","40942","0.151960325629","0.0","0.0","0.642151047845","0.0489929232444","1.0","0.236411263916","1.0","1.0","9063","905","8158","905","3494","0","4664","0","0","10687","905","8158","2529","3674","180","6108","1444","1624",,,"1617",,"1",,,,,,"6",,,,,,
"packetrate","20","1977.275527","4","26.9005889893","tcp, port 4000",,"50ms","50ms","50ms","788.983984324","160.235420637","786.672506633","159.442587608","773.344749227","157.121549522","1.0","0","0","tcp, port 5000","udp, 172.3.0.11:3000, .1 second delay","udp, port 3000","udp, 172.3.0.11:3000, .1 second delay","tcp, port 5000","udp, 172.1.0.11:3000, .1 second delay","./packetrate-t4-l20-hr50ms-2012-12-20-07:46:55.db","1355979618.57","1355979939.16","320.592991114","495262","0.00192071538776","0.0795847750865","0.000133216103163","0.0030825713494","0.0019571887012","0.00310450879127","0.00128024246225","0.00208795510897","0.00269776346706","95094","266","37528","57566","56603","34359","38225","22941","57300","95277","289","37533","57744","56714","34466","38274","22989","57455",,,,"1",,,,,"23",,,"6",,"105",,"48",
"hoprate","500","155.917526007","4","1.66724896431","udp, port 2000",,"100ms","100ms","100ms","61.6813572589","12.8776566717","59.8101236602","12.7358793796","59.0231436713","12.5567087346","1.0","0","0","udp, port 3000","udp, 172.100.0.1:2000, .3 second delay","udp, port 3000","udp, 172.1.0.11:3000, .3 second delay","tcp, port 5000","udp, 172.2.0.11:3000, .3 second delay","./hoprate-t4-l500-hr100ms-2012-12-20-04:55:09.db","1355979618.36","1355979941.06","322.694463015","40928","0.15190939723","0.0","0.0","0.641755634638","0.0492383025027","1.0","0.23631596198","1.0","1.0","9061","906","8155","906","3495","0","4660","0","0","10684","906","8155","2529","3676","181","6102","1442","1623",,,"1615",,"1",,,,,,"6",,,,,"1",
